black1,red1,strike1,black2,red2,strike2,title,description,location,start_date,end_date,start_time,end_time,tags
0,,,,,,Movies in the Park - The Lego Movie (PG),"An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.
Where: Loyola Park
Map: https://maps.google.com/maps?q=1230+W+Greenleaf+Ave+Chicago,+IL+60626
About: http://www.imdb.com/title/tt1490017
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Loyola4/
Park info: http://www.chicagoparkdistrict.com/parks/Loyola-Park/
Neighborhood: Rogers Park
Closed Captions: Yes
Runtime: 100 minutes
Call (773) 262-8605for weather related cancellation information or email Mary Hopkins at mary.hopkins@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1230 W Greenleaf Ave Chicago, IL 60626",7/11/15,7/11/15,8:42:00 PM,10:22:00 PM,none
0,,,,,,Movies in the Park - Casablanca (PG),"Set in unoccupied Africa during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications.
Where: Oz Park
Map: https://maps.google.com/maps?q=2021+N+Burling+St+Chicago,+IL+60614
About: http://www.imdb.com/title/tt0034583
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oz8/
Park info: http://www.chicagoparkdistrict.com/parks/Oz-Park/
Neighborhood: Lincoln Park
Closed Captions: Yes
Runtime: 102 minutes
Call (312) 742-7898for weather related cancellation information or email Adele Bach at adele.bach@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","2021 N Burling St Chicago, IL 60614",7/11/15,7/11/15,8:42:00 PM,10:24:00 PM,none
0,,,,,,Movies in the Park - Annie (2014) (PG),"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.
Where: Kenwood Community Park
Map: https://maps.google.com/maps?q=1330+E+50th+St+Chicago,+IL+60615
About: http://www.imdb.com/title/tt1823664
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kenwood4/
Park info: http://www.chicagoparkdistrict.com/parks/Kenwood-Community-Park/
Neighborhood: Kenwood
Closed Captions: Yes
Runtime: 118 minutes
Call (312) 747-6286for weather related cancellation information or email Kisha Taylor at kisha.taylor@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","1330 E 50th St Chicago, IL 60615",7/11/15,7/11/15,8:42:00 PM,10:40:00 PM,none
0,,,,,,Navy Pier Fireworks,"Navy Pier is the destination for fireworks on Lake Michigan all year long. Join us for spectacular fireworks perfectly synchronized to music, no matter the time of year. The summer schedule begins Memorial Day weekend with fireworks every Wednesday at 9:30 p.m. and Saturday at 10:15 p.m. through Labor Day weekend. Whether viewing from the dock or on board an evening cruise, fireworks is the perfect way to end your day at Navy Pier.
Map: http://goo.gl/maps/Ky7Hg
About: http://www.navypier.com/things2do/fireworks.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","Navy Pier, East Grand Avenue, Chicago, IL, United States",7/11/15,7/11/15,10:15:00 PM,10:45:00 PM,none
0,,,,,,Farmers Market - Multiple Locations,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Locations -
Beverly 7am - 1pm
Map: https://goo.gl/maps/5gPNP
Glenwood 9am - 2pm
Map: https://goo.gl/maps/vuKBe
63rd Street 10am - 2pm
Map: https://goo.gl/maps/XliGs
Logan Square 10am - 3pm
Map: https://goo.gl/maps/Fr17o
Perry Avenue 10am - 2pm
Map: https://goo.gl/maps/ksM3x
Pilsen 9am - 2pm
Map: https://goo.gl/maps/EA6iK
Portage Park 10am - 2pm
Map: https://goo.gl/maps/ibNRQ
Rainbow Beach Park 12pm - 5pm
Map: https://goo.gl/maps/7RPlb
Wicker Park 8am - 2pm
Map: https://goo.gl/maps/Hi9Hm
Jefferson Park 9:30am - 1:30pm
Map: https://goo.gl/maps/ARpaz
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1425 N Damen Ave, Chicago, IL 60622, USA",7/12/15,7/12/15,7:00:00 AM,5:00:00 PM,none
0,,,,,,Taste of Chicago,"Taste of Chicago is the nation's premier outdoor food festival showcasing the diversity of Chicago's dining community. The delicious array of food served at Taste of Chicago is complemented by music and exciting activities for the entire family. Every summer since 1980, Chicago's beautiful Grant Park on the city's magnificent lakefront has been home to the world's largest food festival.
Performers: 
Map: http://goo.gl/maps/oTK85
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/taste_of_chicago.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","E Monroe St at S Columbus Dr Chicago, IL",7/12/15,7/12/15,10:00:00 AM,9:00:00 PM,none
0,,,,,,♣Irish American Heritage Festival♣,"Irish Fest showcases the finest in local and international Irish and American music, dance and family activities. The festival directly supports and is held on the grounds of the Irish American Heritage Center, a non-profit organization dedicated to preserving and strengthening Irish culture in Chicago. It features more than 100 performers for 3 days on 6 stages.
Map: http://goo.gl/maps/3VRz1
About: http://irishfestchicago.com/index.php
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","4626 N Knox Ave, Chicago, IL 60630, USA",7/12/15,7/12/15,11:00:00 AM,11:00:00 PM,none
0,,,,,,Roscoe Village Burger Fest,"A $10 suggested donation benefits the Roscoe Village Chamber of Commerce. Flippin' hot! July is about to get a few degrees hotter than normal when some of Chicago's finest burger emporiums and restaurants fire up their grills at this year's Roscoe Village Burger Fest. Add to that a rockin' music on two stages and summer is gonna be sizzling. 
Map: https://goo.gl/maps/cDm4P
About: http://www.roscoevillageburgerfest.com/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Belmont Ave & N Damen Ave Chicago, IL 60657",7/12/15,7/12/15,11:00:00 AM,10:00:00 PM,none
0,,,,,,Square Roots Fest,"Expect multiple music stages, both inside the Old Town School and outside on Lincoln Avenue, programmed with a vibrant mix of performers from local indie rockers to world music stars to Old Town School teaching artists and students, paired with the best local and regional craft breweries offering a wide variety of beers. Explore all the Old Town School of Folk Music has to offer: concerts, classes, jams, and more! Dine on amazing food from choice restaurants in Lincoln Square. Join in the fun with nightly dance parties, open jams, and plenty of family activities. Bring your whole family for a great weekend!
Map: http://goo.gl/maps/EdQks
About: http://www.squareroots.org/about/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Lincoln Ave & W Wilson Ave‎ Chicago, IL",7/12/15,7/12/15,12:00:00 PM,9:00:00 PM,none
0,,,,,,Taste of Lakeview,"Located in the heart of Lakeview, at 3200 N. Lincoln Avenue at Belmont, this event is the epitome of iconic Chicago neighborhoods. Featured as one of 2013’s can’t miss street festivals on WGN-TV, The Taste of Lakeview pairs classic summer festival flavor with delectable local treats, interactive family fun, fashionable vendors and of course music!
Map: https://goo.gl/maps/NG8YS
About: http://starevents.com/festivals/taste-of-lakeview/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","N Lincoln Ave & W Belmont Ave Chicago, IL 60657",7/12/15,7/12/15,12:00:00 PM,9:00:00 PM,none
0,,,,,,West Fest,"Like booming West Town, West Fest has grown from a quaint street party into one of the most popular festivals of the year. West Fest's reputation has caught on with critics alike, in 2013 the Chicago Tribune singled it out as one of the ""best"" summer fests in Chicagoland! Now in its eleventh year, West Fest promises to keep the momentum going strong with non-stop live music, Kid Fest and Pet Fest wrapped into one glorious summer weekend on Chicago Avenue July 11th & 12th.
Map: https://goo.gl/maps/bG2GY
About: http://www.westfestchicago.com/fest/
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","W Chicago Ave & N Wood St Chicago, IL 60622",7/12/15,7/12/15,12:00:00 PM,10:00:00 PM,none
0,,,,,,DuSable Museum Free,"To promote understanding and inspire appreciation of the achievements, contributions, and experiences of African Americans through exhibits, programs, and activities that illustrate African and African American history, culture and art.
Map: https://goo.gl/maps/yQHDd
About: http://www.dusablemuseum.org/visit/admission-information
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com
","DuSable Museum of African American History, 740 East 56th Place, Chicago, IL 60637, United States",7/12/15,7/12/15,12:00:00 PM,5:00:00 PM,none
0,,,,,,DuSable Museum Arts and Crafts Festival,"Fine/Craft artist, market place, food vendors, public information, entertainment, children’s pavilion.
Map: http://g.co/maps/7kfhp
About: http://www.dusablemuseum.org/events/details/41st-annual-arts-crafts-festival
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","740 E 56th St, The University of Chicago, 740 E 56th St, Chicago, IL 60637, USA",7/12/15,7/12/15,1:00:00 PM,8:00:00 PM,none
0,,,,,,Mamby on the Beach,"Mamby on the Beach, Chicago’s newest two-day festival, taking place at a new and untouched lakefront venue on Oakwood Beach. This beautiful beachside festival offers a pristine view of Chicago’s gorgeous skyline, boasting two stages featuring live performances by established and legendary artists in the indie-dance world, plus a selection of the world’s most innovative underground house and techno producers.
Map: https://goo.gl/maps/hBZxS
About: http://mambybeach.com/uncategorized/line-up-announced-tickets-on-sale-now
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com",,7/12/15,7/12/15,1:00:00 PM,10:00:00 PM,none
0,,,,,,Summerdance -,"Individual themes TBA
Lessons: 4-5 p.m.
Live music: 5-7 p.m. 
Map: http://goo.gl/maps/15QE
About: http://www.chicagosummerdance.com
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","601 S Michigan Ave, Chicago, IL 60605, USA",7/12/15,7/12/15,4:00:00 PM,7:00:00 PM,none
0,,,,,,Movies in the Park - The Princess Bride (PG),"While home sick in bed, a young boy's grandfather reads him a story called The Princess Bride.
Where: Holstein Park
Map: https://maps.google.com/maps?q=2200+N+Oakley+Ave+Chicago,+IL+60647
About: http://www.imdb.com/title/tt0093779
Event Info: http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein6/
Park info: http://www.chicagoparkdistrict.com/parks/Holstein-Park/
Neighborhood: Logan Square
Closed Captions: Yes
Runtime: 98 minutes
Call (312) 742-7554 for weather related cancellation information or email Shannon English at shannon.english@chicagoparkdistrict.com.
NOTE: This is an ESTIMATED time and does not reflect the actual starting time. Movie times may vary and are controlled by the Chicago Parks Department. This calendar is not affiliated with any section of the City of Chicago.","2200 N Oakley Ave Chicago, IL 60647",7/12/15,7/12/15,8:42:00 PM,10:20:00 PM,none
0,,,,,,Farmers Market - Loyola,"Chicago's Farmers Markets bring more than 70 vendors selling fresh fruits, vegetables, plants and flowers to neighborhoods throughout the City of Chicago.
Map: https://goo.gl/maps/NMru1
About: http://www.cityofchicago.org/city/en/depts/dca/supp_info/farmersmarkets0.html
Calendar: http://www.thrillhouse.com
If you'd like to make a small donation to help keep the calendar running, you can Paypal chicagosummercalendar@gmail.com","1200 W Loyola Ave, Chicago, IL 60626, USA",7/13/15,7/13/15,3:00:00 PM,7:00:00 PM,none
