title,start_date_f,end_date_f,address,description,source,tags
Night Out: Urban Gateways at Hamilton,2015-08-01T19:00:00,2015-08-01T20:00:00,"Hamilton Park, 513 W. 72nd St., Chicago IL         60621","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Theater on the Lake at Berger,2015-08-01T19:30:00,2015-08-01T21:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: Midsommer Flight at Schreiber,2015-08-02T13:00:00,2015-08-02T16:00:00,"Metcalfe Park, 4134 S. State St., Chicago IL         60609"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Midsommer Flight at Schreiber,2015-08-02T14:00:00,2015-08-02T15:30:00,"Schreiber Playground Park, 1552 W. Schreiber Ave., Chicago IL         60626"," Enjoy a production of Shakespeare's - ""Macbeth"" in the park.  
",parks,none
Night Out: Canciones de Cri-Cri at Davis Square,2015-08-02T14:00:00,2015-08-02T15:00:00,"Davis Square Park, 4430 S. Marshfield Ave., Chicago IL         60609","The Latin duo Gonza & Isa Cancion y Cuento performs children's songs in Spanish from Mexico's beloved ""Cri-Cri,"" the singing cricket created by Francisco Gabilondo Soler.]",parks,none
Night Out: Chicago Shakes at Garfield Conservatory,2015-08-02T14:00:00,2015-08-02T15:00:00,"Davis Square Park, 4430 S. Marshfield Ave., Chicago IL         60609","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.
",parks,none
Night Out: Chicago Shakes at Garfield Conservatory,2015-08-02T15:00:00,2015-08-02T16:30:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Chicago's favorite summer tradition, Chicago Shakespeare in the Parks brings  Shakespeare's Greatest Hits , FREE FOR ALL, to 18 neighborhood parks. In this original production, Shakespeare's characters and scenes are mashed-up with today's popular music. From  Romeo and Juliet  to  Macbeth , audiences will experience a lively medley of Shakespeare's thrilling stories.
",parks,none
Night Out: Dance in the Parks at Steelworkers,2015-08-02T15:00:00,2015-08-02T16:30:00,"Garfield Park Conservatory, 300 N. Central Park Ave., Chicago IL         60624","Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks!
",parks,none
Night Out: Dance in the Parks at Steelworkers,2015-08-02T15:00:00,2015-08-02T16:30:00,"Steelworkers Park , East 87th at Lake Michigan, Chicago IL         60619",Dance in the Parks brings professional concert dance to a temporary stage in Chicago's neighborhood parks! Performances include dance works by established up-and-coming Chicago choreographers performed by professional dancers as well as showcase opportunities for youth performers from the local neighborhoods. Free all- ages performance. Bring your picnic and enjoy the show!],parks,none
Night Out: Theater on the Lake at Berger,2015-08-02T18:30:00,2015-08-02T20:30:00,"Berger Park Cultural Center, 6205 N. Sheridan Rd., Chicago IL         60660","Jackalope Theatre presents ""Four."" On a lonely Fourth of July in Hartford in 1996, June, a sixteen-year-old white boy sneaks out for his first ever tryst with Joe, a closeted, married black man he's met over the Internet. On the same night, just across town, studious high schooler, Abigayle, escapes her ailing mother to go out with Dexter, a twenty-year-old low-level drug dealer. In and around the city, as America celebrates its independence, these two couples get to know themselves and each other, as they navigate the journey from strangers to intimates.]",parks,none
Night Out: Chicago Onscreen Showcase at McGuane,2015-08-02T20:15:00,2015-08-02T21:45:00,"McGuane Park, 2901 S. Poplar Ave., Chicago IL         60608"," New-School Noir   The Curse of the Tempest Jewel  with  Private Eye      Two Chicago filmmakers filter the traditions of film noir and hardboiled detective stories through a Chicago-style lens and deliver two films with exciting voices, igniting personalities and a new-school brand of noir that is unlike anything you?ve seen before.     In the wordless  Private Eye , a young private detective is captivated by the allure of his mark as he observes her from afar. As she leads him on an unexpected journey through Chicago, he discovers that not all is as it seems.      The Curse of the Tempest Jewel  reinvigorates a traditional film noir setting, 1940s Chicago, with an cast of seventeen actors with Down syndrome. As the private detectives and denizens of the city, the ensemble cast embark on a quest for the legendary Tempest Jewel, lost at sea centuries earlier. In pursuit of the jewel, each treasure hunter allows themselves to be distracted by daydreams of fortune and must ultimately face the difficult choice between fortune and friendship.  ]",parks,none
Night Out: Chicago Onscreen Showcase at Loyola,2015-08-02T20:15:00,2015-08-02T21:45:00,"Loyola Park, 1230 W. Greenleaf Ave., Chicago IL         60626"," Change the Reel! Activism In, As and  Through Art      South Chicago: In Progress  and   Love & Capitalism (Parts 1 and 2)  with  Come to Light  and  Redmoon Summer  Park Series         These films blur and then erase  the line between art and activism as they chronicle the lives, loves,  disappointments and dreams of everyday Chicagoans and explore the ways in which  creating art can soothe the city?s collective soul.              South Chicago: In Progress  plumbs the storied former steel-mill  neighborhood of South Chicago, giving voice to the lifelong community members  now living in the shadow of a proposed development. One-on-one interviews with  residents, activists and the developers chart a dialogue between the forces  that shape progress in the neighborhood to investigate the paradoxes, questions  and challenges intrinsic in attempting urban revitalization in this contested  area.             Chicagoans from neighborhoods  across the city come face-to-face with the camera in  Love & Capitalism (Parts 1 & 2)  as they frankly discuss the  people they have loved and their complicated and conflicted relationships with  capitalism in a series of disarmingly honest street interviews. Equal parts  examination of and love letter to the city, this film sheds light on the stark  differences and striking similarities from neighborhood to neighborhood and  explores how class affects what a person believes, how they love and if they?re  happy with today?s society. ]",parks,none
Night Out: Jazzy Ladies Jazz at Clark (John),2015-08-03T11:00:00,2015-08-03T13:00:00,"Clark (John) Park, 4615 W. Jackson Blvd., Chicago IL         60644","All female Jazz Ensemble consisting of a piano, bass, drums, lead guitar and alto saxaphone, performing various genres of music with a jazz influence.]",parks,none
Night Out: Urban Gateways at Washington,2015-08-03T14:00:00,2015-08-03T15:00:00,"Washington Park, 5531 S. Martin Luther King Dr., Chicago IL         60637","Urban Gateways Touring Performances bring captivating live shows by many of Chicago's finest dance, music and theater artists to park sites across the city. These performances expose young people and families to diverse cultural and artistic experiences and encourage them to engage in a personal exploration of the arts.]",parks,none
Night Out: Sound Tracks at Wentworth Gardens,2015-08-03T18:00:00,2015-08-03T20:00:00,"Wentworth Gardens Park, 3770 S. Wentworth Ave., Chicago IL         60609","Soundtracks brings all of the fun, excitement and entertainment of the movie to with a live performance by a band or other entertainers prior to the start of select Movie in the Parks showings. Not only are people getting a free movie, they are getting a free interactive performance too! With additional prizes and games, that will no doubt give families a reason to get up and get out early.]",parks,none
Night Out: Yoga in the Parks at Osterman Beach,2015-08-03T19:15:00,2015-08-03T20:00:00,"Kathy Osterman Beach, 5800 N. Lake Shore Dr., Chicago IL         60660",Join the Chicago Park District's Fitness Department for an exhilarating evening of Yoga in the Park.],parks,none
Night Out: Children'sTheatre in the Park at Edison,2015-08-04T09:45:00,2015-08-04T10:45:00,"Edison Park, 6755 N. Northwest Hwy., Chicago IL         60631", Join us for a wonderful early-morning performance by students of Edison Park Theatre. The short production shows us why the parks theater classes are so popular. ],parks,none
Night Out: PeacePark Project at Austin Town Hall,2015-08-04T17:00:00,2015-08-04T19:00:00,"Austin Town Hall Park, 5610 W. Lake St., Chicago IL         60644","A creative, interactive community conversation about peace and public safety! Co-produced by the local CAPS office and the Chicago Park District. Come learn about public safety, share your thoughts about safety in your community, and share your ideas about peace in the parks.]",parks,none
Night Out: PeacePark Project at Palmer,2015-08-04T17:00:00,2015-08-04T19:00:00,"Palmer Park, 201 E. 111th St., Chicago IL         60628","A creative, interactive community conversation about peace and public safety! Co-produced by the local CAPS office and the Chicago Park District. Come learn about public safety, share your thoughts about safety in your community, and share your ideas about peace in the parks.]",parks,none
Night Out: PeacePark Project at Cole,2015-08-04T17:00:00,2015-08-04T19:00:00,"Nat King Cole Park, 361 E. 85th St., Chicago IL         60619","A creative, interactive community conversation about peace and public safety! Co-produced by the local CAPS office and the Chicago Park District. Come learn about public safety, share your thoughts about safety in your community, and share your ideas about peace in the parks.]",parks,none
